source_site,brand,model,year,vehicle_age,mileage_km,log_mileage,transmission,fuel_type,engine_cc,location,price_lkr,log_price
ikman,Daihatsu,Mira,2025.0,1.0,50000.0,10.819798284210286,Automatic,Petrol,6600.0,Kottawa,67900000,18.033546607256465
ikman,Suzuki,Every,2024.0,2.0,156000.0,11.957617696467539,Other,Other,6600.0,"Kohuwala, Colombo",79500000,18.191267592203175
ikman,Suzuki,Wagon R,2026.0,0.0,0.0,0.0,Automatic,Hybrid,6500.0,"Kohuwala, Colombo",93950000,18.358273294467708
ikman,Daihatsu,Rocky,2026.0,0.0,90.0,4.51085950651685,Automatic,Hybrid,12000.0,"Kurunegala City, Kurunegala",134900000,18.720044328590884
ikman,Toyota,Taisor,2026.0,0.0,0.0,0.0,Automatic,Petrol,10000.0,"Mount Lavinia, Colombo",116500000,18.57340183955372
ikman,Honda,Other,2011.0,15.0,2000000.0,14.508658238524095,Automatic,Petrol,20000.0,"Boralesgamuwa, Colombo",89500000,18.309749194418266
ikman,Toyota,Liteace,1989.0,37.0,2000000.0,14.508658238524095,Other,Other,20000.0,"Ruwanwella, Kegalle",27500000,17.129696599000436
ikman,Daihatsu,Mira,1990.0,36.0,562300.0,13.239792572688813,Manual,Petrol,8500.0,"Nittambuwa, Gampaha",15250000,16.540090126591462
ikman,Toyota,Hiace,1993.0,33.0,1264570.0,14.050243492191244,Other,Other,24400.0,"Katugastota, Kandy",79500000,18.191267592203175
ikman,Suzuki,Wagon R Stingray,2014.0,12.0,1700000.0,14.346139397261565,Automatic,Petrol,6600.0,"Pannipitiya, Colombo",60000000,17.909855136853043
ikman,Hyundai,Other,2012.0,14.0,1210000.0,14.006131744018864,Automatic,Petrol,20000.0,"Kohuwala, Colombo",80000000,18.197537205138154
ikman,Toyota,Townace,1986.0,40.0,2120000.0,14.566927118346197,Other,Other,18850.0,"Kaduruwela, Polonnaruwa",23750000,16.983093130550188
ikman,Toyota,Axio,2007.0,19.0,1120000.0,13.928840136128022,Automatic,Petrol,15000.0,"Piliyandala, Colombo",74750000,18.129659783612997
ikman,Hyundai,Venue,2026.0,0.0,0.0,0.0,Automatic,Petrol,10000.0,"Dehiwala, Colombo",135500000,18.724482205664103
ikman,Nissan,Caravan,1986.0,40.0,1500000.0,14.220976332738882,Other,Other,23000.0,"Divulapitiya, Gampaha",22000000,16.906553056777135
ikman,Daihatsu,Mira,2024.0,2.0,160000.0,11.982935344196433,Automatic,Petrol,6600.0,"Dehiwala, Colombo",67000000,18.020203192280615
ikman,Daihatsu,Other,2015.0,11.0,943770.0,13.757638830953436,Automatic,Petrol,14950.0,"Boralesgamuwa, Colombo",84900000,18.256984663060138
ikman,Toyota,Yaris,2026.0,0.0,0.0,0.0,Automatic,Petrol,10000.0,Moratuwa,117900000,18.585347373989364
ikman,Nissan,Dayz,2024.0,2.0,36000.0,10.491301994830229,Automatic,Petrol,6600.0,"Athurugiriya, Colombo",79950000,18.196912009752054
ikman,Honda,Civic,2005.0,21.0,2118710.0,14.566318442861839,Automatic,Petrol,15000.0,"Moratuwa, Colombo",65500000,17.997560715872655
ikman,Toyota,Townace,1998.0,28.0,1600000.0,14.285514812209815,Other,Other,20000.0,"Kandy City, Kandy",57500000,17.867295523158884
ikman,Nissan,Caravan,1983.0,43.0,650000.0,13.384729180332174,Other,Other,31500.0,"Wariyapola, Kurunegala",40000000,17.50439003707821
ikman,Mitsubishi,Ek Wagon,2024.0,2.0,13000.0,9.472781556562168,Automatic,Petrol,6500.0,"Horana, Kalutara",72900000,18.104599210696307
ikman,Mitsubishi,Minicab,2007.0,19.0,730000.0,13.500801182986649,Other,Other,6600.0,"Nugegoda, Colombo",42000000,17.553180200057167
ikman,Suzuki,Every,2000.0,26.0,2000000.0,14.508658238524095,Other,Other,6500.0,"Homagama, Colombo",32750000,17.304413550579884
ikman,Toyota,Noah,1997.0,29.0,10000.0,9.210440366976517,Other,Other,18000.0,"Kandy City, Kandy",62750000,17.954669151912423
ikman,Toyota,Passo,2007.0,19.0,1306010.0,14.082488011447667,Automatic,Petrol,10000.0,"Moratuwa, Colombo",48850000,17.704264956923893
ikman,Daihatsu,Rocky,2026.0,0.0,0.0,0.0,Automatic,Hybrid,12000.0,"Colombo 6, Colombo",146000000,18.799117186521926
ikman,Mazda,Other,1990.0,36.0,180000.0,12.100717685412471,Manual,Petrol,13000.0,Digana,27500000,17.129696599000436
ikman,Toyota,Taisor,2026.0,0.0,270.0,5.602118820879701,Automatic,Petrol,9980.0,Nugegoda,119750000,18.60091680260603
ikman,Toyota,Townace,1988.0,38.0,2000000.0,14.508658238524095,Other,Other,18300.0,"Ratmalana, Colombo",26500000,17.0926553286923
ikman,Volkswagen,Other,2026.0,0.0,120.0,4.795790545596741,Automatic,Petrol,10000.0,"Boralesgamuwa, Colombo",135000000,18.72078534381011
ikman,Suzuki,Wagon R Zx,2026.0,0.0,0.0,0.0,Automatic,Hybrid,6600.0,"Ratnapura City, Ratnapura",96000000,18.379858759848776
ikman,Suzuki,Every,2024.0,2.0,60000.0,11.002116507732017,Other,Other,6600.0,"Embilipitiya, Ratnapura",68500000,18.042344317830995
ikman,Suzuki,Alto,2023.0,3.0,115000.0,11.652696102959753,Automatic,Hybrid,6600.0,Malabe,78900000,18.183691798490372
ikman,Toyota,Other,2023.0,3.0,139000.0,11.842236406331555,Automatic,Petrol,6600.0,Malabe,76900000,18.158016447479774
ikman,Perodua,Axia,2017.0,9.0,730000.0,13.500801182986649,Automatic,Petrol,9980.0,"Malabe, Colombo",67950000,18.03428271327813
ikman,Daihatsu,Taft,2024.0,2.0,70000.0,11.156264806643742,Automatic,Petrol,6600.0,"Boralesgamuwa, Colombo",81500000,18.21611359048103
ikman,Nissan,Magnite,2025.0,1.0,0.0,0.0,Automatic,Petrol,10000.0,"Boralesgamuwa, Colombo",87900000,18.291710374031968
ikman,Toyota,Chr,2018.0,8.0,800000.0,13.592368256649284,Automatic,Petrol,12000.0,"Panadura, Kalutara",134000000,18.71335036537787
ikman,Nissan,March,2011.0,15.0,1200000.0,13.997832948091215,Automatic,Petrol,13000.0,"Kottawa, Colombo",49900000,17.725531580761828
ikman,Kia,Sorento,2006.0,20.0,2165110.0,14.587982188312306,Manual,Petrol,24000.0,"Malabe, Colombo",43950000,17.59856320484859
ikman,Suzuki,Every,2024.0,2.0,140000.0,11.849404844423074,Other,Other,6600.0,"Kandy City, Kandy",69880000,18.062290057540377
ikman,Nissan,Dayz,2026.0,0.0,0.0,0.0,Automatic,Petrol,6600.0,"Kurunegala City, Kurunegala",79750000,18.194407312168412
ikman,Toyota,Belta,2009.0,17.0,1740000.0,14.36939624590319,Automatic,Petrol,13000.0,"Kosgoda, Galle",66000000,18.005165315142214
ikman,Other,Other,2025.0,1.0,0.0,0.0,Automatic,Petrol,10000.0,"Kotte, Colombo",125000000,18.643824303266577
ikman,Toyota,Yaris,2024.0,2.0,68000.0,11.127277689932466,Automatic,Petrol,10000.0,"Kuliyapitiya, Kurunegala",105000000,18.46947091764561
ikman,Toyota,Yaris,2013.0,13.0,1640000.0,14.310207409556293,Automatic,Petrol,13000.0,"Kaduwela, Colombo",85000000,18.258161826219297
ikman,Suzuki,Wagon R Fx,2017.0,9.0,830000.0,13.629182184591333,Automatic,Hybrid,6500.0,"Maharagama, Colombo",64700000,17.985271774927078
ikman,Toyota,Townace,2008.0,18.0,1200000.0,13.997832948091215,Other,Other,15000.0,"Tangalla, Hambantota",62000000,17.9426449591384
ikman,Toyota,Aqua,2015.0,11.0,1380000.0,14.137594781770806,Automatic,Hybrid,14960.0,"Athurugiriya, Colombo",87000000,18.28141868811311
ikman,Toyota,Townace,1987.0,39.0,2052740.0,14.534686531198982,Other,Other,18500.0,"Embilipitiya, Ratnapura",30500000,17.233237274364523
ikman,Other,Other Model,1994.0,32.0,2275000.0,14.637491049927531,Manual,Petrol,13070.0,"Horana, Kalutara",1800000,14.403297778421795
ikman,Daihatsu,Mira,2023.0,3.0,122500.0,11.715874472198905,Automatic,Petrol,6600.0,Malabe,68900000,18.048166750497675
ikman,Toyota,Aqua,2014.0,12.0,1760000.0,14.38082493519599,Automatic,Hybrid,14960.0,"Ganemulla, Gampaha",79500000,18.191267592203175
ikman,Nissan,Dayz,2024.0,2.0,41030.0,10.62208315754966,Automatic,Petrol,6600.0,"Galle City, Galle",79750000,18.194407312168412
ikman,Toyota,Prius,2011.0,15.0,1980000.0,14.498607907721096,Automatic,Hybrid,15000.0,"Piliyandala, Colombo",95500000,18.374636815922162
ikman,Daihatsu,Taft,2023.0,3.0,261760.0,12.47518715268262,Automatic,Petrol,6580.0,"Mawathagama, Kurunegala",82000000,18.22222981742365
ikman,Toyota,Raize,2025.0,1.0,0.0,0.0,Automatic,Petrol,10000.0,"Boralesgamuwa, Colombo",138000000,18.742764250367856
ikman,Suzuki,Wagon R,2026.0,0.0,0.0,0.0,Automatic,Hybrid,12000.0,"Colombo 8, Colombo",93000000,18.34811006187022
ikman,Toyota,Taisor,2026.0,0.0,0.0,0.0,Automatic,Petrol,10000.0,"Kohuwala, Colombo",119000000,18.594634059479166
ikman,Hyundai,Other,2001.0,25.0,1750000.0,14.375126917328105,Automatic,Petrol,19970.0,"Moratuwa, Colombo",28850000,17.177620585580428
ikman,Mitsubishi,Delica,1983.0,43.0,4562940.0,15.333477929736093,Other,Other,14000.0,"Weligama, Matara",8500000,15.955576839107596
ikman,Suzuki,Every,2025.0,1.0,90000.0,11.407576060361786,Other,Other,6500.0,"Dehiwala, Colombo",97500000,18.395362946224484
ikman,Suzuki,Every,2025.0,1.0,20000.0,9.90353755128617,Other,Other,6500.0,"Maharagama, Colombo",79850000,18.19566044514878
ikman,Suzuki,Swift,2017.0,9.0,870000.0,13.676249640055394,Automatic,Petrol,10000.0,"Colombo 6, Colombo",83900000,18.245136183356387
ikman,Toyota,Allion,2003.0,23.0,2250000.0,14.626441218624949,Automatic,Petrol,15000.0,Kegalle City,66500000,18.012712520663676
ikman,Toyota,Prius,2008.0,18.0,2674110.0,14.79912754662765,Automatic,Hybrid,15000.0,"Malabe, Colombo",66750000,18.016464870225906
ikman,Suzuki,Alto,2025.0,1.0,80000.0,11.289794413577894,Automatic,Hybrid,6600.0,"Maharagama, Colombo",71500000,18.08520802165025
ikman,Kia,Syros,2026.0,0.0,0.0,0.0,Automatic,Petrol,10000.0,"Kohuwala, Colombo",129900000,18.68227548933906
ikman,Suzuki,Every,2026.0,0.0,0.0,0.0,Other,Other,6500.0,"Kohuwala, Colombo",104500000,18.464697638938517
ikman,Nissan,Clipper,2025.0,1.0,75000.0,11.225256725762893,Manual,Petrol,6600.0,"Kiribathgoda, Gampaha",79000000,18.184958423089522
ikman,Toyota,Dolphin,1999.0,27.0,1520000.0,14.23422155071698,Other,Other,30000.0,"Piliyandala, Colombo",137000000,18.73549149109167
ikman,Suzuki,Other Model,2001.0,25.0,2091150.0,14.553225190055,Other,Other,12980.0,"Moratuwa, Colombo",37500000,17.439851517607305
ikman,Suzuki,Spacia,2024.0,2.0,22700.0,10.030164255362632,Automatic,Petrol,6600.0,"Kalubowila, Colombo",96500000,18.385053576671908
ikman,Toyota,Yaris,2015.0,11.0,945000.0,13.758941264676379,Automatic,Hybrid,14960.0,"Wattala, Gampaha",95000000,18.36938746009113
ikman,Suzuki,Alto,2015.0,11.0,1150000.0,13.955273369904273,Manual,Petrol,8000.0,"Bandaragama, Kalutara",41000000,17.529082649058825
ikman,Toyota,Roomy,2023.0,3.0,491000.0,13.104201443434462,Automatic,Petrol,10000.0,"Kesbewa, Colombo",97750000,18.39792376705993
ikman,Ssang Yong,Other,2008.0,18.0,1820000.0,14.414347608503377,Manual,Diesel,20000.0,"Kurunegala City, Kurunegala",45500000,17.6332229058992
ikman,Hyundai,Santa Fe,2010.0,16.0,1240000.0,14.030622744032508,Tiptronic,Petrol,24000.0,"Ratmalana, Colombo",80500000,18.203767754811153
ikman,Audi,Q2,2018.0,8.0,621030.0,13.339136279154381,Automatic,Petrol,10000.0,"Athurugiriya, Colombo",129500000,18.679191446825875
ikman,Toyota,Hiace,1995.0,31.0,3600000.0,15.096444681204078,Other,Other,29900.0,"Kalmunai, Ampara",106500000,18.483655552503425
ikman,Toyota,Townace,1984.0,42.0,3150000.0,14.962913328262083,Other,Other,20000.0,"Homagama, Colombo",20000000,16.811242881518265
ikman,Toyota,Other,1996.0,30.0,2849110.0,14.862517573760044,Automatic,Petrol,13000.0,"Malabe, Colombo",30950000,17.247883589405056
ikman,Suzuki,Every,2023.0,3.0,330000.0,12.706850963741102,Automatic,Petrol,6600.0,"Kohuwala, Colombo",76900000,18.158016447479774
ikman,Suzuki,Every,2026.0,0.0,0.0,0.0,Other,Other,6600.0,"Kandy City, Kandy",89750000,18.312538596474724
ikman,Toyota,Raize,2025.0,1.0,120.0,4.795790545596741,Automatic,Hybrid,12000.0,"Nugegoda, Colombo",142500000,18.774852564690523
ikman,Toyota,Yaris,2013.0,13.0,1640000.0,14.310207409556293,Automatic,Petrol,13000.0,"Malabe, Colombo",78000000,18.17221939747438
ikman,Suzuki,Every,2017.0,9.0,276100.0,12.528522019787818,Other,Other,6500.0,"Delgoda, Gampaha",67000000,18.020203192280615
ikman,Toyota,Townace,1995.0,31.0,2000000.0,14.508658238524095,Other,Other,18000.0,"Matale City, Matale",65000000,17.989897843244528
ikman,Suzuki,Fronx,2026.0,0.0,0.0,0.0,Automatic,Hybrid,9900.0,"Colombo 2, Colombo",112500000,18.538463788497637
ikman,Toyota,Urban Cruiser,2026.0,0.0,370.0,5.916202062607435,Automatic,Petrol,10000.0,"Dehiwala, Colombo",119000000,18.594634059479166
ikman,Suzuki,Every,2025.0,1.0,90000.0,11.407576060361786,Other,Other,6500.0,"Maharagama, Colombo",78750000,18.18178884836843
ikman,Suzuki,Spacia,2015.0,11.0,1380000.0,14.137594781770806,Automatic,Hybrid,6500.0,"Kurunegala City, Kurunegala",59750000,17.905679765512296
ikman,Suzuki,Every,2018.0,8.0,1000000.0,13.815511557963774,Other,Other,6500.0,"Nawalapitiya, Kandy",65000000,17.989897843244528
ikman,Toyota,Raize,2026.0,0.0,250.0,5.5254529391317835,Automatic,Hybrid,12000.0,"Kohuwala, Colombo",144750000,18.790518681325842
ikman,Toyota,Roomy,2025.0,1.0,120000.0,11.695255355062795,Automatic,Petrol,9900.0,"Madawala Bazaar, Kandy",113500000,18.547313403696304
ikman,Toyota,Allion,2010.0,16.0,1730000.0,14.363632544508476,Automatic,Petrol,15000.0,"Kandana, Gampaha",90000000,18.31532023940565
ikman,Toyota,Roomy,2023.0,3.0,620000.0,13.3374763699232,Automatic,Petrol,10000.0,"Boralesgamuwa, Colombo",99750000,18.41817762375931
ikman,Toyota,Aqua,2012.0,14.0,1429990.0,14.17317870850999,Automatic,Hybrid,14900.0,"Nugegoda, Colombo",76000000,18.1462439114085
ikman,Toyota,Aqua,2012.0,14.0,2360000.0,14.674172600730516,Automatic,Hybrid,14960.0,"Maharagama, Colombo",75000000,18.132998684833918
ikman,Honda,Fit,2013.0,13.0,1530000.0,14.240778946963175,Automatic,Hybrid,15000.0,"Ja-Ela, Gampaha",78500000,18.17860919549149
ikman,Suzuki,Wagon R Fx,2018.0,8.0,1206320.0,14.003085790006772,Automatic,Hybrid,6500.0,"Moratuwa, Colombo",67850000,18.032809958983545
ikman,Suzuki,Every,2013.0,13.0,646680.0,13.379608407074215,Other,Other,6500.0,"Katugastota, Kandy",59000000,17.893048018819147
ikman,Other,Other,2024.0,2.0,200000.0,12.206077645517674,Automatic,Petrol,14980.0,"Tangalla, Hambantota",131500000,18.694517417186656
ikman,Suzuki,Alto,2010.0,16.0,960000.0,13.774689605110144,Manual,Petrol,8000.0,"Galle City, Galle",34000000,17.341871111992198
ikman,Nissan,Other,2016.0,10.0,1140000.0,13.946539697563276,Other,Other,16000.0,"Kalubowila, Colombo",110900000,18.52413946133773
ikman,Toyota,Taisor,2026.0,0.0,1000.0,6.90875477931522,Automatic,Petrol,10000.0,"Colombo 12, Colombo",118500000,18.590423526978277
ikman,Suzuki,Wagon R Stingray,2018.0,8.0,914890.0,13.72656021147857,Automatic,Petrol,6600.0,"Digana, Kandy",63250000,17.96260570138218
ikman,Toyota,Land Cruiser Prado,2003.0,23.0,1260000.0,14.04662307257814,Manual,Petrol,27000.0,"Kohuwala, Colombo",139000000,18.749984498289212
ikman,Nissan,Other,2023.0,3.0,57670.0,10.96250972649727,Automatic,Electric,1000.0,"Beruwala, Kalutara",86000000,18.26985786584569
ikman,Toyota,Prius,2012.0,14.0,1560000.0,14.260197020251155,Automatic,Hybrid,18000.0,"Kalutara City, Kalutara",109500000,18.51143511635325
ikman,Tata,Indica,2003.0,23.0,685000.0,13.437175577097312,Manual,Petrol,14000.0,"Tangalla, Hambantota",17500000,16.677711496036597
ikman,Mazda,Other Model,1993.0,33.0,1500000.0,14.220976332738882,Manual,Petrol,15000.0,"Kuliyapitiya, Kurunegala",22500000,16.929025911619092
ikman,Nissan,Caravan,2016.0,10.0,1550000.0,14.253766134056512,Other,Other,25000.0,"Kirindiwela, Gampaha",114900000,18.559572751522204
ikman,Toyota,Roomy,2023.0,3.0,100000.0,11.51293546492023,Automatic,Petrol,10000.0,"Kadawatha, Gampaha",96500000,18.385053576671908
ikman,Toyota,Taisor,2026.0,0.0,0.0,0.0,Automatic,Petrol,10000.0,"Galle City, Galle",119500000,18.59882693770404
ikman,Toyota,Raize,2026.0,0.0,0.0,0.0,Automatic,Hybrid,12000.0,"Kandy City, Kandy",149900000,18.82547896974394
ikman,Daihatsu,Rocky,2025.0,1.0,70000.0,11.156264806643742,Automatic,Hybrid,12000.0,"Boralesgamuwa, Colombo",138000000,18.742764250367856
ikman,Honda,Other Model,2026.0,0.0,1000.0,6.90875477931522,Automatic,Electric,400.0,"Nugegoda, Colombo",97950000,18.399967712564113
ikman,Other,Other,2017.0,9.0,482300.0,13.086323679453214,Automatic,Electric,900.0,"Colombo 7, Colombo",53000000,17.78580249038432
ikman,Nissan,Dayz,2025.0,1.0,10000.0,9.210440366976517,Automatic,Hybrid,6600.0,"Nugegoda, Colombo",86900000,18.2802686017431
ikman,Suzuki,Every,2025.0,1.0,62500.0,11.042937835596494,Other,Other,6500.0,"Katugastota, Kandy",93900000,18.357740954828117
ikman,Toyota,Yaris,2023.0,3.0,80000.0,11.289794413577894,Automatic,Petrol,9900.0,"Kalubowila, Colombo",105000000,18.46947091764561
ikman,Subaru,Other,2010.0,16.0,1900000.0,14.45736497045232,Other,Other,6500.0,"Katugastota, Kandy",31950000,17.279682770086723
ikman,Nissan,Clipper,2023.0,3.0,27000.0,10.203629181337648,Other,Other,6580.0,"Boralesgamuwa, Colombo",73500000,18.112795977788508
ikman,Suzuki,Other,2017.0,9.0,650000.0,13.384729180332174,Automatic,Petrol,10000.0,"Colombo 8, Colombo",98000000,18.400478046838927
ikman,Suzuki,Wagon R Fx,2023.0,3.0,139000.0,11.842236406331555,Manual,Petrol,6500.0,"Horana, Kalutara",69500000,18.05683732492351
ikman,Suzuki,Wagon R,2026.0,0.0,60.0,4.110873864173311,Automatic,Petrol,6500.0,"Boralesgamuwa, Colombo",86900000,18.2802686017431
ikman,Toyota,Vitz,2007.0,19.0,1620000.0,14.297937324492327,Automatic,Petrol,10000.0,"Divulapitiya, Gampaha",56500000,17.849751213815786
ikman,Suzuki,Every,2025.0,1.0,3500.0,8.160803920954665,Automatic,Petrol,6580.0,"Nittambuwa, Gampaha",103000000,18.450239555902648
ikman,Tata,Indica,2015.0,11.0,1043440.0,13.85803446341218,Manual,Petrol,11980.0,"Moratuwa, Colombo",34850000,17.366563723865212
ikman,Mitsubishi,L300,1984.0,42.0,1121210.0,13.929919909141518,Other,Other,23000.0,"Mirigama, Gampaha",12500000,16.341239282272525
ikman,Nissan,Magnite,2025.0,1.0,0.0,0.0,Automatic,Petrol,10000.0,"Boralesgamuwa, Colombo",97900000,18.399457117715244
ikman,Daihatsu,Mira,2025.0,1.0,0.0,0.0,Automatic,Petrol,6600.0,"Galle City, Galle",74500000,18.126309696772605
ikman,Toyota,Townace,1988.0,38.0,3500000.0,15.068273812173887,Other,Other,18300.0,"Beliatta, Hambantota",29000000,17.182806422433504
ikman,Toyota,Dolphin,1991.0,35.0,1600000.0,14.285514812209815,Other,Other,20000.0,"Kandy City, Kandy",69500000,18.05683732492351
ikman,Daihatsu,Mira,2025.0,1.0,10010.0,9.211439767419483,Automatic,Petrol,6500.0,"Kohuwala, Colombo",70500000,18.071123281966894
ikman,Nissan,Dayz,2024.0,2.0,260000.0,12.468440756144114,Automatic,Hybrid,6600.0,"Nugegoda, Colombo",82950000,18.233748586656183
ikman,Toyota,Corolla,1995.0,31.0,1690000.0,14.340239678615058,Manual,Petrol,15000.0,"Wadduwa, Kalutara",27000000,17.11134746100564
ikman,Nissan,Clipper,2025.0,1.0,140000.0,11.849404844423074,Other,Other,6500.0,"Boralesgamuwa, Colombo",89500000,18.309749194418266
ikman,Toyota,Hiace,1989.0,37.0,3700000.0,15.123843647884687,Other,Other,24000.0,"Mawathagama, Kurunegala",39800000,17.499377495380294
ikman,Nissan,Sunny,1988.0,38.0,562300.0,13.239792572688813,Manual,Petrol,13000.0,"Boralesgamuwa, Colombo",6700000,15.717618233614914
ikman,Toyota,Other,1992.0,34.0,1447160.0,14.185114264109721,Manual,Petrol,13000.0,"Avissawella, Colombo",26000000,17.073607134447293
ikman,Toyota,Premio,2017.0,9.0,720000.0,13.487007879880162,Automatic,Petrol,15000.0,"Boralesgamuwa, Colombo",137500000,18.739134482343626
ikman,Daihatsu,Mira,2023.0,3.0,125800.0,11.74245657234248,Automatic,Petrol,6600.0,Mawanella,65500000,17.997560715872655
ikman,Perodua,Other,2005.0,21.0,1406290.0,14.156466300065407,Automatic,Petrol,9890.0,"Kegalle City, Kegalle",37000000,17.426428497635523
ikman,Suzuki,Wagon R,2026.0,0.0,150.0,5.017279836814924,Automatic,Hybrid,6500.0,"Boralesgamuwa, Colombo",96900000,18.38919008718091
ikman,Daihatsu,Mira,2024.0,2.0,50000.0,10.819798284210286,Automatic,Petrol,6600.0,"Boralesgamuwa, Colombo",69500000,18.05683732492351
ikman,Toyota,Hiace,1984.0,42.0,1290000.0,14.070153551531353,Other,Other,24400.0,"Rikillagaskada, Nuwara Eliya",29000000,17.182806422433504
ikman,Suzuki,Other,2012.0,14.0,1310000.0,14.085538458535822,Automatic,Petrol,9980.0,"Athurugiriya, Colombo",45000000,17.622173069956816
ikman,Toyota,Roomy,2025.0,1.0,150000.0,11.918397239722838,Automatic,Petrol,10000.0,"Ratnapura City, Ratnapura",102000000,18.440483381052466
ikman,Suzuki,Other,1998.0,28.0,560000.0,13.235693848424024,Other,Other,8000.0,"Trincomalee City, Trincomalee",12750000,16.36104190800008
ikman,Suzuki,Alto,2015.0,11.0,1050000.0,13.864301674514206,Manual,Petrol,8000.0,"Vavuniya City, Vavuniya",41500000,17.541204009297314
ikman,Nissan,Vanette,1995.0,31.0,1600000.0,14.285514812209815,Other,Other,20000.0,"Kandy City, Kandy",39750000,17.49812042422185
ikman,Suzuki,Every,2017.0,9.0,920000.0,13.732130035981154,Other,Other,6500.0,"Maharagama, Colombo",66750000,18.016464870225906
ikman,Other,Other,2003.0,23.0,1890000.0,14.452087916136215,Automatic,Petrol,13300.0,"Kurunegala City, Kurunegala",39950000,17.503139255207845
ikman,Honda,Fit,2011.0,15.0,1903650.0,14.45928417921293,Automatic,Petrol,13300.0,,82000000,18.22222981742365
ikman,Suzuki,Every,2014.0,12.0,882910.0,13.690979681754184,Other,Other,6580.0,"Kekirawa, Anuradhapura",78000000,18.17221939747438
ikman,Hyundai,Venue,2026.0,0.0,430.0,6.066108090103747,Automatic,Petrol,10000.0,"Colombo 5, Colombo",129750000,18.6811200877174
ikman,Kia,Sorento,2009.0,17.0,1900000.0,14.45736497045232,Automatic,Diesel,22000.0,"Kohuwala, Colombo",92750000,18.34541827023349
ikman,Toyota,Yaris,2024.0,2.0,15000.0,9.61587214452889,Automatic,Petrol,10000.0,"Kohuwala, Colombo",110750000,18.522785975918865
ikman,Honda,Other,2017.0,9.0,750000.0,13.527829818844937,Automatic,Petrol,15000.0,"Kohuwala, Colombo",99750000,18.41817762375931
ikman,Suzuki,Wagon R,2026.0,0.0,0.0,0.0,Automatic,Petrol,6500.0,"Colombo 4, Colombo",95500000,18.374636815922162
ikman,Honda,Civic,2020.0,6.0,850000.0,13.652992804936396,Automatic,Petrol,10000.0,"Horana, Kalutara",135000000,18.72078534381011
ikman,Suzuki,Wagon R Fz,2018.0,8.0,1430000.0,14.173185701536545,Automatic,Petrol,6600.0,"Kandy City, Kandy",70500000,18.071123281966894
ikman,Kia,Sorento,2011.0,15.0,1470000.0,14.200773639026796,Automatic,Petrol,24000.0,"Nugegoda, Colombo",93500000,18.353472004954103
ikman,Toyota,Axio,2013.0,13.0,1600000.0,14.285514812209815,Automatic,Hybrid,15000.0,"Moratuwa, Colombo",91500000,18.331849541174712
ikman,Suzuki,Every,2025.0,1.0,0.0,0.0,Other,Other,6600.0,"Colombo 6, Colombo",89750000,18.312538596474724
ikman,Honda,Other,2011.0,15.0,1380000.0,14.137594781770806,Automatic,Petrol,19970.0,"Boralesgamuwa, Colombo",95000000,18.36938746009113
ikman,Daihatsu,Taft,2024.0,2.0,80000.0,11.289794413577894,Automatic,Petrol,6600.0,"Boralesgamuwa, Colombo",86500000,18.2756549834628
ikman,Other,Other,2025.0,1.0,155000.0,11.951186847493476,Automatic,Petrol,15000.0,"Homagama, Colombo",139000000,18.749984498289212
ikman,Peugeot,Other,1979.0,47.0,3948000.0,15.188719932828283,Manual,Petrol,10000.0,"Kuliyapitiya, Kurunegala",4850000,15.394489469099211
ikman,Nissan,Dayz,2024.0,2.0,60000.0,11.002116507732017,Automatic,Hybrid,6600.0,"Colombo 6, Colombo",88000000,18.292847383806116
ikman,Toyota,Roomy,2023.0,3.0,210000.0,12.25486757159303,Automatic,Petrol,10000.0,"Puttalam City, Puttalam",112000000,18.53400943818794
ikman,Toyota,Aqua,2014.0,12.0,1480000.0,14.207553321415745,Automatic,Hybrid,14960.0,Nugegoda,77500000,18.1657885072268
ikman,Nissan,Vanette,1985.0,41.0,840000.0,13.641158361294979,Other,Other,20000.0,"Gampola, Kandy",8750000,15.984564372619506
ikman,Suzuki,Wagon R,2025.0,1.0,0.0,0.0,Automatic,Petrol,6600.0,"Kohuwala, Colombo",78500000,18.17860919549149
ikman,Suzuki,Every,2017.0,9.0,1400000.0,14.151983508870947,Other,Other,6500.0,"Moratuwa, Colombo",66500000,18.012712520663676
ikman,Suzuki,Every,2025.0,1.0,0.0,0.0,Other,Other,6600.0,"Colombo 6, Colombo",103500000,18.455082180331534
ikman,Suzuki,Alto,2013.0,13.0,1730000.0,14.363632544508476,Manual,Petrol,10000.0,"Wattala, Gampaha",36000000,17.399029524198163
ikman,Suzuki,Alto,2018.0,8.0,1080000.0,13.8924725250259,Automatic,Petrol,6500.0,"Boralesgamuwa, Colombo",58900000,17.891351665599743
ikman,Honda,Fit,2010.0,16.0,1000000.0,13.815511557963774,Automatic,Petrol,13300.0,"Kurunegala City, Kurunegala",64000000,17.974393656948944
ikman,Toyota,Corolla,1998.0,28.0,1800000.0,14.403297778421795,Automatic,Petrol,15000.0,"Kotte, Colombo",44900000,17.619948374984197
ikman,Daihatsu,Mira,2025.0,1.0,0.0,0.0,Automatic,Petrol,6600.0,"Nugegoda, Colombo",78900000,18.183691798490372
ikman,Toyota,Yaris,2024.0,2.0,130000.0,11.775297421715827,Automatic,Petrol,10000.0,"Colombo 8, Colombo",104750000,18.46708712631306
